gene,p_value,high_median_survival,low_median_survival
SREK1,0.9116203304966065,72.0,72.0
6-Mar,0.9116203304966065,72.0,72.0
PITPNM1,0.9116203304966065,72.0,72.0
ZNF714,0.9116203304966065,72.0,72.0
CEACAM6,0.9116203304966065,72.0,72.0
TMEM209,0.9116203304966065,72.0,72.0
ARSJ,0.9116203304966065,72.0,72.0
HMGCLL1,0.9116203304966065,72.0,72.0
HERV-V1,0.9116203304966065,72.0,72.0
MCAT,0.9116203304966065,72.0,72.0
CD99L2,0.9116203304966065,72.0,72.0
ZBTB42,0.9116203304966065,72.0,72.0
FAM8A1,0.9116203304966065,72.0,72.0
POM121C,0.9116203304966065,72.0,72.0
DDX42,0.9116203304966065,72.0,72.0
RBM25,0.9116203304966065,72.0,72.0
ACVR2B,0.9116203304966065,72.0,72.0
C12orf51,0.9116203304966065,72.0,72.0
PRPF39,0.9116203304966065,72.0,72.0
CYP2E1,0.9116203304966065,72.0,72.0
PRTG,0.9116203304966065,72.0,72.0
DCP1A,0.9116203304966065,72.0,72.0
L2HGDH,0.9116203304966065,72.0,72.0
NETO2,0.9116203304966065,72.0,72.0
SCAPER,0.9116203304966065,72.0,72.0
C4orf33,0.9116203304966065,72.0,72.0
UBP1,0.9116203304966065,72.0,72.0
CGRRF1,0.9116203304966065,72.0,72.0
PLA2G16,0.9116203304966065,72.0,72.0
GPR25,0.9117809942881471,72.0,72.0
EYA4,0.9117809942881471,72.0,72.0
PRUNE,0.9119939381602229,72.0,72.0
CEP68,0.9119939381602229,72.0,72.0
LPPR2,0.9119939381602229,72.0,72.0
BNC2,0.9119939381602229,72.0,72.0
EGR3,0.9122632152619217,72.0,72.0
DCUN1D3,0.9122632152619217,72.0,72.0
AP1B1,0.9124492027673579,72.0,72.0
SEMA7A,0.9124492027673579,72.0,72.0
WAS,0.9124492027673579,72.0,72.0
ARAP2,0.9124492027673579,72.0,72.0
FAM113A,0.9124492027673579,72.0,72.0
SLC37A2,0.9124492027673579,72.0,72.0
CCDC112,0.9124492027673579,72.0,72.0
POU2AF1,0.9124492027673579,72.0,72.0
FAM3B,0.9124492027673579,72.0,72.0
BCL3,0.9124492027673579,72.0,72.0
PDCD1,0.9124492027673579,72.0,72.0
CLUL1,0.9124492027673579,72.0,72.0
IL1RL2,0.9124492027673579,72.0,72.0
DOK3,0.9124492027673579,72.0,72.0
LOC96610,0.9124492027673579,72.0,72.0
IL12RB1,0.9124492027673579,72.0,72.0
SLC41A2,0.9124492027673579,72.0,72.0
HARS,0.9124492027673579,72.0,72.0
NIPA2,0.9124492027673579,72.0,72.0
ASGR2,0.9124492027673579,72.0,72.0
NIF3L1,0.9124492027673579,72.0,72.0
SOCS2,0.9124492027673579,72.0,72.0
C8orf34,0.9124492027673579,72.0,72.0
CEBPZ,0.9124492027673579,72.0,72.0
HLA-DOB,0.9124492027673579,72.0,72.0
FCER1G,0.9124492027673579,72.0,72.0
SLC31A2,0.9124492027673579,72.0,72.0
ZMYND12,0.9124492027673579,72.0,72.0
SFTPA1,0.9124492027673579,72.0,72.0
RNF125,0.9124492027673579,72.0,72.0
C11orf48,0.9124492027673579,72.0,72.0
SLTM,0.9124492027673579,72.0,72.0
CHURC1-FNTB,0.9124492027673579,72.0,72.0
PIBF1,0.9124492027673579,72.0,72.0
TBC1D9B,0.9124492027673579,72.0,72.0
GRPEL1,0.9124492027673579,72.0,72.0
MFSD3,0.9124492027673579,72.0,72.0
CD38,0.9124492027673579,72.0,72.0
SCARNA16,0.9124492027673579,72.0,72.0
DHRS11,0.9124492027673579,72.0,72.0
EIF2B5,0.9124492027673579,72.0,72.0
FMNL1,0.9124492027673579,72.0,72.0
TM9SF2,0.9124492027673579,72.0,72.0
SBF2,0.9124492027673579,72.0,72.0
SLC19A1,0.9124492027673579,72.0,72.0
CCR1,0.9124492027673579,72.0,72.0
GPR157,0.9124492027673579,72.0,72.0
ANKRD5,0.9124492027673579,72.0,72.0
LILRB2,0.9124492027673579,72.0,72.0
ENO1,0.9124492027673579,72.0,72.0
CTSC,0.9124492027673579,72.0,72.0
TLR3,0.9124492027673579,72.0,72.0
CYB5R1,0.9124492027673579,72.0,72.0
GDE1,0.9124492027673579,72.0,72.0
GIMAP2,0.9124492027673579,72.0,72.0
NCOA4,0.9124492027673579,72.0,72.0
PHLPP1,0.9126719463650181,72.0,72.0
SUMO2,0.9126719463650181,72.0,72.0
CAPN12,0.9126719463650181,72.0,72.0
GFM2,0.9126719463650181,72.0,72.0
RCCD1,0.9126719463650181,72.0,72.0
PLEC,0.9126719463650181,72.0,72.0
GTF2F2,0.9128146217030898,72.0,72.0
LOC401431,0.912916248585105,72.0,72.0
FLJ31485,0.912916248585105,72.0,72.0
ZNF238,0.9130759594710506,72.0,72.0
LRP11,0.9130759594710506,72.0,72.0
MAFK,0.9130759594710506,72.0,72.0
CXXC4,0.9136998578355083,72.0,72.0
EML5,0.9141841161046027,72.0,72.0
SRCIN1,0.9148180168021555,72.0,72.0
KDM1B,0.9148180168021555,72.0,72.0
ZNF460,0.9148180168021555,72.0,72.0
ATP5A1,0.9148180168021555,72.0,72.0
CELSR2,0.9148180168021555,72.0,72.0
TMEM212,0.9148180168021555,72.0,72.0
SULT1B1,0.9148180168021555,72.0,72.0
NPAS2,0.9151554888409061,72.0,72.0
C1orf9,0.9151554888409061,72.0,72.0
FCHO1,0.9154797359204501,72.0,72.0
WIZ,0.9154797359204501,72.0,72.0
ZNF358,0.9154797359204501,72.0,72.0
HSD11B1L,0.9154797359204501,72.0,72.0
ALKBH7,0.9154797359204501,72.0,72.0
FAM83H,0.9156281120612472,72.0,72.0
ARL6IP1,0.9156281120612472,72.0,72.0
RSPH3,0.9156281120612472,72.0,72.0
C14orf139,0.9158513023639875,72.0,72.0
TNNT2,0.9158513023639875,72.0,72.0
ASL,0.9158513023639875,72.0,72.0
CEACAM5,0.9158513023639875,72.0,72.0
NCRNA00085,0.9158513023639875,72.0,72.0
TSSC1,0.9158513023639875,72.0,72.0
ABCC6P1,0.9158513023639875,72.0,72.0
CDK16,0.9162742693495105,72.0,72.0
JPH2,0.9162742693495105,72.0,72.0
PSMD5,0.9180626932061114,72.0,72.0
ST8SIA4,0.9187124762288243,72.0,72.0
CHD2,0.919201327177737,72.0,72.0
ACO1,0.9195903693363652,72.0,72.0
CCNJ,0.9195903693363652,72.0,72.0
UHRF1BP1,0.9200453401726305,72.0,72.0
RGP1,0.9200453401726305,72.0,72.0
PCTP,0.9200453401726305,72.0,72.0
ARHGAP44,0.9200453401726305,72.0,72.0
KIF26B,0.9200453401726305,72.0,72.0
NAT9,0.9202827825955399,72.0,72.0
SLMAP,0.9202827825955399,72.0,72.0
RNF165,0.9202827825955399,72.0,72.0
IFT52,0.9219889232092007,72.0,72.0
C15orf59,0.9221676230011789,72.0,72.0
RIC8B,0.9221676230011789,72.0,72.0
ZNF547,0.9221676230011789,72.0,72.0
CYP3A7,0.9226156939326081,72.0,72.0
SERGEF,0.922850690977509,72.0,72.0
PCDHB2,0.922850690977509,72.0,72.0
GAS7,0.922850690977509,72.0,72.0
ZNF812,0.922850690977509,72.0,72.0
C20orf24,0.922850690977509,72.0,72.0
CMTM3,0.922850690977509,72.0,72.0
CCDC21,0.922850690977509,72.0,72.0
ANKLE2,0.922850690977509,72.0,72.0
INO80B-WBP1,0.922850690977509,72.0,72.0
LOC100506730,0.922850690977509,72.0,72.0
RAB24,0.922850690977509,72.0,72.0
HDAC3,0.922850690977509,72.0,72.0
BRMS1,0.922850690977509,72.0,72.0
TSHZ3,0.922850690977509,72.0,72.0
PDE8A,0.922850690977509,72.0,72.0
ZCCHC9,0.922850690977509,72.0,72.0
SMG7,0.922850690977509,72.0,72.0
NDEL1,0.922850690977509,72.0,72.0
SNORA81,0.922850690977509,72.0,72.0
CCR8,0.922850690977509,72.0,72.0
ENPP3,0.922850690977509,72.0,72.0
TGIF2-C20ORF24,0.922850690977509,72.0,72.0
UPF1,0.922850690977509,72.0,72.0
C7orf36,0.922850690977509,72.0,72.0
C7orf50,0.922850690977509,72.0,72.0
ENTPD6,0.922850690977509,72.0,72.0
LLPH,0.922850690977509,72.0,72.0
ZNF552,0.922850690977509,72.0,72.0
ACAD8,0.922850690977509,72.0,72.0
TLE2,0.922850690977509,72.0,72.0
GATS,0.922850690977509,72.0,72.0
TFPI,0.922850690977509,72.0,72.0
NDST2,0.922850690977509,72.0,72.0
PDE3B,0.922850690977509,72.0,72.0
STON1-GTF2A1L,0.922850690977509,72.0,72.0
DENND5A,0.922850690977509,72.0,72.0
COL13A1,0.922850690977509,72.0,72.0
NFE2L3,0.922850690977509,72.0,72.0
TNFAIP8L2-SCNM1,0.922850690977509,72.0,72.0
UTP14A,0.922850690977509,72.0,72.0
TNFAIP8L2,0.922850690977509,72.0,72.0
HERPUD2,0.922850690977509,72.0,72.0
PNMAL2,0.922850690977509,72.0,72.0
DHRS4,0.922850690977509,72.0,72.0
CAND2,0.922850690977509,72.0,72.0
MAPK10,0.922850690977509,72.0,72.0
ORMDL3,0.922850690977509,72.0,72.0
ZNF837,0.922850690977509,72.0,72.0
ELMO2,0.922850690977509,72.0,72.0
SLC22A18AS,0.922850690977509,72.0,72.0
ZNF586,0.922850690977509,72.0,72.0
UAP1,0.9230867108172225,72.0,72.0
HSD17B7P2,0.9232534536362953,72.0,72.0
ZBED2,0.9232534536362953,72.0,72.0
CMC1,0.9232534536362953,72.0,72.0
SNHG1,0.9232534536362953,72.0,72.0
NDUFB8,0.9232534536362953,72.0,72.0
TYMP,0.9232534536362953,72.0,72.0
CHCHD4,0.9232534536362953,72.0,72.0
CDNF,0.9232534536362953,72.0,72.0
ZNF879,0.923323032479408,72.0,72.0
COG8,0.9234732757994659,72.0,84.0
NCRNA00115,0.9234969862850506,72.0,72.0
CCDC103,0.9234969862850506,72.0,72.0
C9orf25,0.9234969862850506,72.0,72.0
WDR78,0.9234969862850506,72.0,72.0
TIFAB,0.9236752535033993,72.0,72.0
SAMSN1,0.9236752535033993,72.0,72.0
JAKMIP1,0.9236752535033993,72.0,72.0
GPX7,0.9236752535033993,72.0,72.0
AQP9,0.9236752535033993,72.0,72.0
APOBEC3F,0.9236752535033993,72.0,72.0
P2RX5,0.9236752535033993,72.0,72.0
KMO,0.9236752535033993,72.0,72.0
MTOR,0.925080676493712,72.0,72.0
COBLL1,0.9252091007688868,72.0,72.0
LRP6,0.9252091007688868,72.0,72.0
YY2,0.9252091007688868,72.0,72.0
WDR69,0.9255567294859993,72.0,72.0
LOC100130581,0.9256518798709492,72.0,72.0
NECAP1,0.9256518798709492,72.0,72.0
C16orf91,0.9258858785580724,72.0,72.0
C5orf32,0.9258858785580724,72.0,72.0
CYP39A1,0.9260528639074119,72.0,72.0
LCMT1,0.9260528639074119,72.0,72.0
LOC644538,0.9260528639074119,72.0,72.0
WDR66,0.9260528639074119,72.0,72.0
KATNB1,0.9260528639074119,72.0,72.0
ANO5,0.9260528639074119,72.0,72.0
ANO6,0.9260528639074119,72.0,72.0
ZNF623,0.9260528639074119,72.0,72.0
SNRNP25,0.9260528639074119,72.0,72.0
ATP5S,0.9260528639074119,72.0,72.0
AKD1,0.9260528639074119,72.0,72.0
C7orf46,0.9260528639074119,72.0,72.0
ATP10D,0.9260528639074119,72.0,72.0
TRIM17,0.9260528639074119,72.0,72.0
IQCA1,0.9260528639074119,72.0,72.0
ALDH1A3,0.9260528639074119,72.0,72.0
CREB3L4,0.9260528639074119,72.0,72.0
CNKSR1,0.9260528639074119,72.0,72.0
TMCO1,0.9260528639074119,72.0,72.0
SHROOM1,0.9260528639074119,72.0,72.0
CLDN12,0.9260528639074119,72.0,72.0
RAB2B,0.9260528639074119,72.0,72.0
OCIAD2,0.9260528639074119,72.0,72.0
CD320,0.9260528639074119,72.0,72.0
SLC7A6,0.9260528639074119,72.0,72.0
LPP,0.9260528639074119,72.0,72.0
EVI5,0.9260528639074119,72.0,72.0
KDM2B,0.9260528639074119,72.0,72.0
PRKCZ,0.9260528639074119,72.0,72.0
FLJ22184,0.9260528639074119,72.0,72.0
GPR98,0.9260528639074119,72.0,72.0
KRT17,0.9260528639074119,72.0,72.0
IFT81,0.9260528639074119,72.0,72.0
DFNA5,0.9260528639074119,72.0,72.0
LRPAP1,0.9260528639074119,72.0,72.0
PPP3R1,0.9260528639074119,72.0,72.0
SYT15,0.9260528639074119,72.0,72.0
METTL1,0.9260528639074119,72.0,72.0
LYNX1,0.9260528639074119,72.0,72.0
ZBTB44,0.9260528639074119,72.0,72.0
HCFC1,0.9260528639074119,72.0,72.0
TNNT3,0.9260528639074119,72.0,72.0
MANEAL,0.9260528639074119,72.0,72.0
TUBB3,0.9260528639074119,72.0,72.0
SCUBE3,0.9260528639074119,72.0,72.0
TUB,0.9260528639074119,72.0,72.0
PPM1J,0.9260528639074119,72.0,72.0
CDCA7L,0.9260528639074119,72.0,72.0
CDK5,0.9260528639074119,72.0,72.0
NCOR1,0.9260528639074119,72.0,72.0
SLC9A8,0.9260528639074119,72.0,72.0
ABCA2,0.9260528639074119,72.0,72.0
CAPZA2,0.9260528639074119,72.0,72.0
FBXO16,0.9260528639074119,72.0,72.0
ZNF207,0.9264725408482013,72.0,72.0
SYCP3,0.926715600693405,72.0,72.0
SREK1IP1,0.926715600693405,72.0,72.0
CSNK1G2,0.926715600693405,72.0,72.0
MGC2752,0.926715600693405,72.0,72.0
PGBD2,0.926715600693405,72.0,72.0
TMEM127,0.926715600693405,72.0,72.0
PCDHGC4,0.926715600693405,72.0,72.0
IL10RB,0.926715600693405,72.0,72.0
PCDHGC3,0.926715600693405,72.0,72.0
PPBP,0.926715600693405,72.0,72.0
PDXDC1,0.926715600693405,72.0,72.0
LOC100216545,0.926715600693405,72.0,72.0
PCDHGA1,0.926715600693405,72.0,72.0
LARGE,0.926715600693405,72.0,72.0
LRP1,0.926715600693405,72.0,72.0
TESC,0.926715600693405,72.0,72.0
TSC22D4,0.926715600693405,72.0,72.0
FEM1C,0.926715600693405,72.0,72.0
PRELID2,0.926715600693405,72.0,72.0
PTK7,0.926715600693405,72.0,72.0
LIAS,0.926715600693405,72.0,72.0
NCAM1,0.926715600693405,72.0,72.0
QPRT,0.926715600693405,72.0,72.0
TNK1,0.926715600693405,72.0,72.0
PTPRO,0.926715600693405,72.0,72.0
ZNF622,0.926715600693405,72.0,72.0
NDUFAF4,0.926715600693405,72.0,72.0
LAMP1,0.926715600693405,72.0,72.0
CCDC39,0.9268613223375679,72.0,72.0
RBM47,0.9268613223375679,72.0,72.0
FKBP7,0.9270925502468381,72.0,72.0
LTBP1,0.9270925502468381,72.0,72.0
PDE5A,0.9275106334748561,72.0,72.0
TSPAN6,0.9275106334748561,72.0,72.0
SF3A2,0.9290894186101035,72.0,72.0
SNRPA,0.9290894186101035,72.0,72.0
NDUFA6,0.9294369655612281,72.0,72.0
FAM167B,0.9294369655612281,72.0,72.0
CRKL,0.9299034995480492,72.0,72.0
U2AF1,0.9299034995480492,72.0,72.0
POPDC2,0.9299034995480492,72.0,72.0
TMEM178,0.9299034995480492,72.0,72.0
GPBP1L1,0.9299034995480492,72.0,72.0
MAGOH,0.9299034995480492,72.0,72.0
REEP1,0.9299034995480492,72.0,72.0
CXCL12,0.9299034995480492,72.0,72.0
PUS7L,0.9304471036378192,72.0,72.0
SGK196,0.9304471036378192,72.0,72.0
OBFC2A,0.9304471036378192,72.0,72.0
CHD3,0.9304471036378192,72.0,72.0
DCAF17,0.9304471036378192,72.0,72.0
UHRF1BP1L,0.9304471036378192,72.0,72.0
USP16,0.9304471036378192,72.0,72.0
FAM179B,0.9304471036378192,72.0,72.0
DCBLD1,0.9304471036378192,72.0,72.0
C6orf97,0.9311089298212409,72.0,72.0
MANSC1,0.933015133186661,72.0,72.0
PRPH2,0.9332373699850417,72.0,72.0
CCDC3,0.9332373699850417,72.0,72.0
BHLHA15,0.9336594238684363,72.0,72.0
OXNAD1,0.9336594238684363,72.0,72.0
SNX6,0.9336594238684363,72.0,72.0
RPL41,0.933669763308617,72.0,72.0
PACS1,0.9340907139851825,72.0,72.0
SP4,0.9343355010728532,72.0,72.0
FAM159A,0.9343355010728532,72.0,72.0
ZNF501,0.9343355010728532,72.0,72.0
LOC100289230,0.9343355010728532,72.0,72.0
PRR14L,0.9343355010728532,72.0,72.0
EBPL,0.9345025444672115,72.0,72.0
IL4I1,0.9345025444672115,72.0,72.0
TSSK6,0.9345671776496831,72.0,72.0
IQCD,0.9345671776496831,72.0,72.0
AP4E1,0.9347152384842482,72.0,72.0
WDR49,0.934980288817975,72.0,72.0
ALX3,0.9353862228147277,72.0,72.0
TMEM158,0.9362362070422463,72.0,72.0
PDK2,0.9364589232816479,72.0,72.0
USP42,0.9364589232816479,72.0,72.0
FXN,0.9364589232816479,72.0,72.0
GNG12,0.9364589232816479,72.0,72.0
TREM1,0.9364589232816479,72.0,72.0
TTC32,0.9364589232816479,72.0,72.0
AP4M1,0.9364589232816479,72.0,72.0
NAB1,0.9364589232816479,72.0,72.0
FSTL1,0.9364589232816479,72.0,72.0
MTX3,0.9364589232816479,72.0,72.0
ALS2CR4,0.9364589232816479,72.0,72.0
NPTXR,0.9364589232816479,72.0,72.0
GPR125,0.9364589232816479,72.0,72.0
BTBD19,0.9364589232816479,72.0,72.0
NDUFA5,0.9364589232816479,72.0,72.0
ZNF624,0.9364589232816479,72.0,72.0
GUCY1B3,0.9364589232816479,72.0,72.0
ZEB1,0.9364589232816479,72.0,72.0
SLC16A9,0.936904713294605,72.0,72.0
ATF7IP2,0.936904713294605,72.0,72.0
SLC39A11,0.936904713294605,72.0,72.0
CNTLN,0.936904713294605,72.0,72.0
TIGD1,0.936904713294605,72.0,72.0
CHD7,0.936904713294605,72.0,72.0
CCT4,0.936904713294605,72.0,72.0
DPP8,0.936904713294605,72.0,72.0
UNC5CL,0.936904713294605,72.0,72.0
RBM4,0.936904713294605,72.0,72.0
TOM1L1,0.936904713294605,72.0,72.0
C12orf47,0.936904713294605,72.0,72.0
DDX47,0.936904713294605,72.0,72.0
ACOT9,0.936904713294605,72.0,72.0
PVR,0.936904713294605,72.0,72.0
TTLL12,0.936904713294605,72.0,72.0
ZMYM2,0.936904713294605,72.0,72.0
TTC5,0.936904713294605,72.0,72.0
LEPROT,0.936904713294605,72.0,72.0
FBF1,0.936904713294605,72.0,72.0
ARL4D,0.936904713294605,72.0,72.0
ZFYVE26,0.936904713294605,72.0,72.0
SLC27A4,0.936904713294605,72.0,72.0
TH1L,0.936904713294605,72.0,72.0
CNO,0.936904713294605,72.0,72.0
LGALS1,0.936904713294605,72.0,72.0
TRPV1,0.936904713294605,72.0,72.0
LRRC2,0.9371344868082996,72.0,72.0
SQLE,0.9371344868082996,72.0,72.0
FAM24B,0.9371344868082996,72.0,72.0
GABARAPL1,0.9372969442856816,72.0,72.0
MAST3,0.9372969442856816,72.0,72.0
PDZD2,0.9372969442856816,72.0,72.0
CD177,0.9372969442856816,72.0,72.0
FAM117B,0.9372969442856816,72.0,72.0
ZNF16,0.9372969442856816,72.0,72.0
CREG1,0.9372969442856816,72.0,72.0
FKBP15,0.9372969442856816,72.0,72.0
LRRC4,0.9372969442856816,72.0,72.0
PTK2B,0.9372969442856816,72.0,72.0
SCMH1,0.9372969442856816,72.0,72.0
PPP1R3E,0.9372969442856816,72.0,72.0
HSD11B2,0.9372969442856816,72.0,72.0
MRC2,0.9372969442856816,72.0,72.0
MT1A,0.9372969442856816,72.0,72.0
LAMB3,0.9372969442856816,72.0,72.0
CNTN3,0.9372969442856816,72.0,72.0
ATP6V1G1,0.9372969442856816,72.0,72.0
GFER,0.9372969442856816,72.0,72.0
PLIN5,0.9372969442856816,72.0,72.0
CPNE7,0.9372969442856816,72.0,72.0
ATP2A3,0.9372969442856816,72.0,72.0
PABPC4,0.9372969442856816,72.0,72.0
CPZ,0.9372969442856816,72.0,72.0
TRAPPC3,0.9372969442856816,72.0,72.0
SEMA4G,0.9375068556932686,72.0,72.0
GAK,0.937543356112857,72.0,72.0
ACOT4,0.9377230942184638,72.0,72.0
SYPL1,0.9379606100359253,72.0,72.0
SHROOM3,0.9379606100359253,72.0,72.0
PLEKHA1,0.9379606100359253,72.0,72.0
SLC25A29,0.9379606100359253,72.0,72.0
HRAS,0.9379606100359253,72.0,72.0
NOXA1,0.9379606100359253,72.0,72.0
CPSF6,0.9379606100359253,72.0,72.0
CDK5RAP3,0.9379606100359253,72.0,72.0
SLC6A6,0.9379606100359253,72.0,72.0
CCBP2,0.9379606100359253,72.0,72.0
WDR90,0.9379606100359253,72.0,72.0
NUDT14,0.9379606100359253,72.0,72.0
TIA1,0.9379606100359253,72.0,72.0
RHOC,0.9379606100359253,72.0,72.0
C20orf7,0.9379606100359253,72.0,72.0
BMP2,0.9379606100359253,72.0,72.0
FLJ30403,0.9379606100359253,72.0,72.0
EPB41L4B,0.9379606100359253,72.0,72.0
ZMIZ2,0.9396537388809723,72.0,72.0
REEP4,0.9401117648026959,72.0,72.0
ZFC3H1,0.9401117648026959,72.0,72.0
FLJ35776,0.9401117648026959,72.0,72.0
LSM7,0.9403417055665994,72.0,72.0
DNAJC5B,0.9403417055665994,72.0,72.0
RPL8,0.9403417055665994,72.0,72.0
TUSC1,0.9403417055665994,72.0,72.0
ZDHHC24,0.9403417055665994,72.0,72.0
C2orf65,0.9403417055665994,72.0,72.0
CCDC58,0.9403417055665994,72.0,72.0
IFITM3,0.9403417055665994,72.0,72.0
OCEL1,0.9403417055665994,72.0,72.0
MAP2K1,0.9403417055665994,72.0,72.0
LGALS9,0.9403417055665994,72.0,72.0
PKM2,0.9403417055665994,72.0,72.0
PCBP2,0.9403417055665994,72.0,72.0
EIF4E2,0.9403417055665994,72.0,72.0
FAM32A,0.9403417055665994,72.0,72.0
DDRGK1,0.9403417055665994,72.0,72.0
FAM110A,0.9403417055665994,72.0,72.0
MRPS5,0.9403417055665994,72.0,72.0
C12orf45,0.9403417055665994,72.0,72.0
RPL30,0.9403417055665994,72.0,72.0
LOC152217,0.9403417055665994,72.0,72.0
ZDHHC5,0.9404782288715593,72.0,72.0
LAGE3,0.9404782288715593,72.0,72.0
AQP7,0.9406893980383955,72.0,72.0
C8orf82,0.9407644572821798,72.0,72.0
HAS2,0.9407644572821798,72.0,72.0
PGAM2,0.9407644572821798,72.0,72.0
RAB26,0.9409175304077961,72.0,72.0
INPP5A,0.9411548736462009,72.0,72.0
GRAP,0.9411548736462009,72.0,72.0
LOC100131067,0.9411548736462009,72.0,72.0
FAR2,0.9411548736462009,72.0,72.0
NAALADL1,0.9411548736462009,72.0,72.0
CYGB,0.9411548736462009,72.0,72.0
UBE2Z,0.9411548736462009,72.0,72.0
FAM173B,0.9411548736462009,72.0,72.0
EXPH5,0.9411548736462009,72.0,72.0
GOLGA2B,0.9411548736462009,72.0,72.0
EXOC3L1,0.9411548736462009,72.0,72.0
ALMS1,0.9423676111709284,72.0,72.0
KIAA1383,0.943478798723414,72.0,72.0
RASGRP1,0.9440722355467903,72.0,72.0
TYRP1,0.9442736506276912,72.0,72.0
LOC374443,0.9445180724772874,72.0,72.0
RABIF,0.9447580033002417,72.0,72.0
DDX28,0.9449203529034651,72.0,72.0
GTF2H3,0.9449203529034651,72.0,72.0
ZFYVE20,0.9449203529034651,72.0,72.0
METTL14,0.9449203529034651,72.0,72.0
ESCO1,0.9449203529034651,72.0,72.0
EP400,0.9455953452403038,72.0,72.0
LOC100129534,0.9455953452403038,72.0,72.0
ADAM1,0.9473215802257898,72.0,72.0
ZNF276,0.9473215802257898,72.0,72.0
ZSCAN18,0.9473215802257898,72.0,72.0
SV2A,0.9473215802257898,72.0,72.0
LOC729970,0.9473215802257898,72.0,72.0
BVES,0.9473215802257898,72.0,72.0
CHTF18,0.9473215802257898,72.0,72.0
ISYNA1,0.9473215802257898,72.0,72.0
RGS5,0.9473215802257898,72.0,72.0
NDUFV1,0.9473215802257898,72.0,72.0
CHSY3,0.9477165843244391,72.0,72.0
ADRA2A,0.9477165843244391,72.0,72.0
ADAMTSL1,0.9477165843244391,72.0,72.0
PRDM2,0.9477165843244391,72.0,72.0
DOK5,0.9477165843244391,72.0,72.0
GGT5,0.9477165843244391,72.0,72.0
CTRL,0.9477165843244391,72.0,72.0
ZNF667,0.9477165843244391,72.0,72.0
ITGBL1,0.9477165843244391,72.0,72.0
MRPS16,0.9477314015454033,72.0,72.0
TNF,0.9479744733623053,72.0,72.0
APPL2,0.9479750726138582,72.0,72.0
NOC4L,0.9481638669800908,72.0,72.0
PON1,0.9481638669800908,72.0,72.0
ANKRD13B,0.9481638669800908,72.0,72.0
KIAA0930,0.9481638669800908,72.0,72.0
EGFL6,0.9481638669800908,72.0,72.0
CXCR6,0.9481638669800908,72.0,72.0
LILRA6,0.9481638669800908,72.0,72.0
KRT18,0.9481638669800908,72.0,72.0
PYHIN1,0.9481638669800908,72.0,72.0
RPSA,0.9481638669800908,72.0,72.0
CD247,0.9481638669800908,72.0,72.0
PWP1,0.9481638669800908,72.0,72.0
C5orf20,0.9481638669800908,72.0,72.0
C1orf210,0.9481638669800908,72.0,72.0
C19orf39,0.9481638669800908,72.0,72.0
UNG,0.9481638669800908,72.0,72.0
RPL7,0.9481638669800908,72.0,72.0
HS3ST2,0.9481638669800908,72.0,72.0
MRPL14,0.9481638669800908,72.0,72.0
DDX60L,0.9481638669800908,72.0,72.0
CD3E,0.9481638669800908,72.0,72.0
ARHGAP25,0.9481638669800908,72.0,72.0
GTF2IRD1,0.9481638669800908,72.0,72.0
PHKB,0.9481638669800908,72.0,72.0
CCDC88C,0.9481638669800908,72.0,72.0
ZMPSTE24,0.9481638669800908,72.0,72.0
ARMC10,0.9481638669800908,72.0,72.0
NKIRAS2,0.9481638669800908,72.0,72.0
MAP1S,0.9481638669800908,72.0,72.0
KIAA0907,0.9481638669800908,72.0,72.0
VAV1,0.9481638669800908,72.0,72.0
MRPS15,0.9481638669800908,72.0,72.0
MS4A7,0.9481638669800908,72.0,72.0
SNCA,0.9481638669800908,72.0,72.0
THY1,0.9481638669800908,72.0,72.0
USP25,0.9481638669800908,72.0,72.0
TRAF3IP3,0.9481638669800908,72.0,72.0
TRAM1,0.9481638669800908,72.0,72.0
PABPC1,0.9481638669800908,72.0,72.0
LPXN,0.9481638669800908,72.0,72.0
EML4,0.9481638669800908,72.0,72.0
OXSR1,0.9481638669800908,72.0,72.0
FAM177A1,0.9481638669800908,72.0,72.0
TRAPPC2L,0.9481638669800908,72.0,72.0
XYLT2,0.9481638669800908,72.0,72.0
ZNF683,0.9481638669800908,72.0,72.0
LAT,0.9481638669800908,72.0,72.0
CSF2RB,0.9481638669800908,72.0,72.0
MCOLN1,0.9481638669800908,72.0,72.0
C10orf26,0.9481638669800908,72.0,72.0
NEDD8,0.9481638669800908,72.0,72.0
RENBP,0.9481638669800908,72.0,72.0
KLHDC2,0.9481638669800908,72.0,72.0
SFTPD,0.9481638669800908,72.0,72.0
PLEKHO2,0.9481638669800908,72.0,72.0
PMPCA,0.9481638669800908,72.0,72.0
SCARNA13,0.9481638669800908,72.0,72.0
RNF213,0.9481638669800908,72.0,72.0
TBC1D2B,0.9481638669800908,72.0,72.0
IFIH1,0.9481638669800908,72.0,72.0
FCRLA,0.9481638669800908,72.0,72.0
FGD3,0.9481638669800908,72.0,72.0
HERC5,0.9481638669800908,72.0,72.0
CD79B,0.9481638669800908,72.0,72.0
GRAP2,0.9481638669800908,72.0,72.0
ITGAX,0.9481638669800908,72.0,72.0
NSUN7,0.9481638669800908,72.0,72.0
DDX50,0.9481638669800908,72.0,72.0
PSMB9,0.9481638669800908,72.0,72.0
RPL23,0.9481638669800908,72.0,72.0
TAP2,0.9481638669800908,72.0,72.0
PARVG,0.9481638669800908,72.0,72.0
